ussid,slaveid,isallocated
1241304065451222681,124130-KOLK,YES
127785RTF01018,127785-UNNAO,YES
128178RDS02648,128178-ND2,YES
100001301022622004,100001-W230,YES
1281218909127022792,128121-BAN,YES
127546TCCSTEBEN,127546-CCLUBLUX01,YES
1277768907165215930,127776-1100149292,YES
1277768907165215923,127776-1100149292,YES
1277768907165215893,127776-1100149292,YES
127979RNGJS2480084,127979-JS1,YES
128020196807973392,128020-CKWH,YES
127713MLFS6038AM,127713-TIR,YES
127713MLFS6038CM,127713-TIR,YES
127713MLFS6038BM,127713-TIR,YES
126630J0597009B03M,126630-8668,YES
1286557622078828619,128655-MEWAT,YES
1242058909058745654,124205-SAS,YES
125178VKUR2038L,125178-KFLSS1,YES
1284388720639910229,128438-WHMP,YES
125014PHITLL12W6500KB22Packof1,125014-JHARSA,YES
128178RDS02406,128178-ND2,YES
100001301003204005,100001-WD16,YES
127965A1SX0164LBYBP0005,127965-1036,YES
124862MR1800BXL,124862-LUD,YES
10012116237,100121-BAN,YES
124267JBLTune310CERPHONEBlack,124267-MUM,YES
100001300999904003,100001-WD27,YES
1001498909131108598,100149-EMIZ,YES
123970CM10413Black11,123970-AGR1,YES
1292368905968628186,129236-LP13380,YES
12896690200431,128966-HARYWH,YES
124776LIB7194030100420,124776-LIB2,YES
127277MHB0037TOBK,127277-MGWH,YES
1248488905707257578,124848-BHW,YES
1241304067984596253,124130-562107A,YES
1257484067892354846,125748-1820,YES
1241304067978397859,124130-KOLK,YES
100001300987662005,100001-WD27,YES
100001301004504004,100001-WD16,YES
1246218905685925766,124621-PTBD,YES
100001301007102006,100001-WD16,YES
100001301012480004,100001-WD16,YES
100001301012342006,100001-WD16,YES
100001301007099004,100001-WD16,YES
123785SS24CSMOVRT7209M,123785-CAMPUS,YES
123785SUM24CSMOVSRT6792S,123785-CAMPUS,YES
126148VPMIVSSPWRN10P90PO2,126148-MUM,YES
123785FW24HHHMPLNMUSBLM,123785-CAMPUS,YES
123785SS25CSMSSRT8197S,123785-CAMPUS,YES
100001301000904005,100001-WD01,YES
1287320AX4154SU80788756,128732-MOPLBLR,YES
124523GDSUM001GRN,124523-BIMS1,YES
1265178903742296224,126517-LKS1,YES
1281218904402254318,128121-MUMB,YES
125173NMALFBL6,125173-PROZOMAA,YES
1265178905995686074,126517-LKS1,YES
1259295401180855421,125929-BAN3,YES
100001300999833003,100001-WD16,YES
125790OUDROSEDEODORANT200ML,125790-NHAMUMWH,YES
10012110030339,100121-HRN,YES
10012114391,100121-HRN,YES
12753220231OL,127532-GWSS2,YES
100001301014525002,100001-W168,YES
100001301011329005,100001-WD16,YES
125109DK1138953,125109-DKS1,YES
100001301011332003,100001-W060,YES
100001301011331003,100001-W060,YES
100001301011327005,100001-W060,YES
12753258245BXXL,127532-GWSS2,YES
126600TTPR26MUDD10MUD002XXL,126600-LDH,YES
128512DF2101,128512-WH,YES
128512DF84,128512-WH,YES
128512CLDS24RXL,128512-WH,YES
128512CLDS27ML,128512-WH,YES
126637SCBW,126637-SHN28D,YES
1252734067887206488,125273-553,YES
1257484066759562394,125748-1895,YES
1252734067894242660,125273-1484,YES
127055194768687174,127055-3,YES
127055WT01157MOFW,127055-17,YES
128512RT339007,128512-WH,YES
1280138909059014735,128013-THWH,YES
124314JPFEB22189,124314-SJPS1,YES
127785RFJ1072AM,127785-UNNAO,YES
124523KCSHI092111PNKS,124523-BIMS1,YES
127636AX7163SET,127636-ADLUX,YES
1288820RB22839543352,128882-BLR,YES
100001301013075003,100001-W111,YES
100001301016823004,100001-WD27,YES
12753249046XXL,127532-NWSS2,YES
100001301022602006,100001-W160,YES
127615KRWSGBK756XXL,127615-BFSS1,YES
100001300985206005,100001-WD48,YES
100001300985204003,100001-WD48,YES
124267AmazonEchoDot5thGenBLACK,124267-MUM,YES
127636MK6357,127636-ADLUX,YES
1257384066747531838,125738-1830,YES
127785RSL10647,127785-HOWRAH,YES
100001301013048003,100001-WD27,YES
1257384062051398006,125738-1954,YES
1257384062051397948,125738-1937,YES
1257384062051398006,125738-1834,YES
1257384062051397948,125738-2031,YES
1257384062051398006,125738-2031,YES
100001301008981005,100001-WD16,YES
100001301007121004,100001-WD16,YES
127892700870713605,127892-STYLI2024,YES
124024MCSS24D975630606,124024-BEN1,YES
127681MC2208XL,127681-EBSS1,YES
124532830117061001,124532-CS1,YES
1241304064533004795,124130-562107A,YES
1253678904290707032,125367-FCONSOAD,YES
1253678904290701349,125367-FCONSOAD,YES
1276534067898554875,127653-8713,YES
128850AEUA00015W092F00M,128850-MUMBAI,YES
100001301000229004,100001-WD27,YES
128438196807981397,128438-WHMP,YES
100001301017661002,100001-W208,YES
100001301011152005,100001-WD16,YES
1277768909158261542,127776-1100149292,YES
1241304067984596734,124130-562107A,YES
1287018905255040493,128701-CGUR,YES
124537SRGV2207033N2,124537-4157,YES
100001300974276017,100001-WD16,YES
126600TOSPRINT83NVY01L,126600-LDH,YES
1273638905241233069,127363-WH,YES
1273638905241291823,127363-WH,YES
1273638905241292035,127363-WH,YES
1273638905241125197,127363-WH,YES
1292211183C1020028,129221-OTLUX1,YES
124491POR2251,124491-DEL,YES
1252938905641774742,125293-BASS5,YES
12588661011,125886-SOTBHWH,YES
12588661002,125886-SOTBHWH,YES
12588661100,125886-SOTBHWH,YES
123986209410001W7,123986-MBWH11,YES
100001301005249004,100001-WD16,YES
1257484067889297002,125748-1703,YES
1250508905566271647,125050-SPYKDLRT,YES
1259283614273903172,125928-TD37_SUB,YES
12557410000015244,125574-FRTRLLP001,YES
100001301004489004,100001-WD27,YES
100001301002038004,100001-WD27,YES
123798D219,123798-BPCAS,YES
127129NCR,127129-NAHAAHFN,YES
127245MFR501GREY8,127245-CO1,YES
1259295401180785346,125929-BAN3,YES
125625BOCHOP02,125625-HARYANA,YES
125014PHITLLCURVE12W6500KB22P1,125014-JHARSA,YES
128178RDL02528,128178-ND2,YES
1262848903338532248,126284-GUR12,YES
124491POR1615,124491-DEL,YES
124537BNGE1115019N3,124537-4157,YES
127892700565313303,127892-STYLI2024,YES
1245328907760625820,124532-CS1,YES
1245328907760642483,124532-CS1,YES
1002436615331040,100243-BATA03,YES
100001301002868009,100001-WD27,YES
100001300999880004,100001-WD27,YES
128435FSTFOSMF2144BLACK46,128435-WH,YES
124065OM6738AA14Y,124065-DEL1,YES
124539N24GKST133SBU1516Y,124539-DHROWH,YES
123970CM9182Tan13,123970-AGR1,YES
124267JBLTune305Black,124267-MUM,YES
126252OFFICE33BLACK8,126252-MF01,YES
124470FSKNSH398YELWXL,124470-FASSS1,YES
124470TP592REDDXL,124470-FASSS1,YES
124470FSSH284BEGEXL,124470-FASSS1,YES
124470FSTP1276LBLUXL,124470-FASSS2,YES
124470SH227RYBLXL,124470-FASSS1,YES
124470KNSH180BLACXL,124470-FASSS1,YES
128655190231758389,128655-MEWAT,YES
127785RFS6068AL,127785-UNNAO,YES
100001301024497003,100001-W012,YES
100001301006445005,100001-WD16,YES
1266711921603M,126671-RPSS1,YES
100001301005949006,100001-WD16,YES
100001301004875001,100001-W059,YES
1248488905464252151,124848-BHW,YES
1248488905706572641,124848-BHW,YES
10012111048597,100121-HRN,YES
10012110904740,100121-HRN,YES
126956MLHVE01PO2ASST3L,126956-TIRU,YES
1259284045787723915,125928-TD37,YES
1259284045787724073,125928-TD37,YES
127876SZANAMIKAPN1333,127876-SZ-SS1,YES
1248488905707257530,124848-BHW,YES
1273638905241342655,127363-WH,YES
100001301014402003,100001-WD16,YES
124570LQB11063BLACKL,124570-IRPSS1,YES
1001148905943267119,100114-BHW,YES
124570LQB10493BLUENAVYL,124570-IRPSS1,YES
1257384064057430827,125738-2031,YES
128908CASFSD8179366040,128908-BAN,YES
1003010SN4T3HYKCO,100301-BAN,YES
100001301022169006,100001-W218,YES
100301PSL6L3HWCJ8,100301-ESHOPHAR,YES
100001301018521004,100001-WD16,YES
1277768905838998975,127776-1100149292,YES
100001301022170006,100001-W218,YES
100001301022175006,100001-W218,YES
100001301014004002,100001-WD16,YES
100001301018386004,100001-W218,YES
100001301021378004,100001-W218,YES
1240133639781002,124013-WH,YES
1257384066759061668,125738-480,YES
127662FTBTINSPIRE3BLACK,127662-LPLUX,YES
126448EST4KGDR1535Y,126448-KS,YES
100001301016837004,100001-WD16,YES
124849a20w,124849-KHETSHIP,YES
100001301014131001,100001-WD27,YES
128730OITS7,128730-MUMBAI1,YES
128689TAWJ703A,128689-MPFNS,YES
127785RFF136810,127785-UNNAO,YES
1246218909044258212,124621-PTBD,YES
127965A1SF0204GNVSB0008,127965-1036,YES
127785RFS6061AXXL,127785-UNNAO,YES
127965A1SF0558LNVWH0007,127965-1036,YES
12645320028512,126453-FISS2,YES
128648FF6184023TEAL42,128648-3955,YES
1241304067982977122,124130-562107B,YES
1241304067984997425,124130-562107A,YES
1241304067982905354,124130-562107B,YES
124537CRGJ2435019N2,124537-4157,YES
125068627756934993,125068-8266,YES
100001301018069006,100001-W008,YES
100001301018991006,100001-W006,YES
100001301021412006,100001-W194,YES
100001301015262006,100001-WD16,YES
12753235804M,127532-NWSS2,YES
100001301028579002,100001-W089,YES
1248488909113586109,124848-1270,YES
1259295401180777488,125929-BAN3,YES
1277764066747805847,127776-1100149292,YES
124267ZX110APBLACK,124267-MUM,YES
1257384066745572048,125738-1867,YES
128850PCKB01388R481F040,128850-BANGALORE,YES
1277768909068707512,127776-1100149292,YES
124683LL04BLCK731L3S,124683-GFISS1,YES
124683LL02DKROSE27S,124683-GFISS1,YES
124683LLCDKPINK26M,124683-GFISS1,YES
124683LLCDPGOLD146S,124683-GFISS1,YES
124683LLCBLSHPK165S,124683-GFISS1,YES
124683LL04BLCK731L4S,124683-GFISS1,YES
100001301000944006,100001-WD48,YES
128016PKECK194TCR1,128016-MOD1,YES
100001301026945006,100001-W116,YES
100001301028312006,100001-W058,YES
1256964067892835352,125696-1998,YES
127939BNTN65102235,127939-PSHARWH,YES
1276534066762697021,127653-8713,YES
100001301004029001,100001-W059,YES
1252364066761447054,125236-975,YES
1001158905944450831,100115-BHW,YES
100001301025052005,100001-W026,YES
100001301019590004,100001-W008,YES
100001301012610004,100001-WD16,YES
1265178905995781977,126517-LKS1,YES
125066IH0C727,125066-HSS1,YES
124537WKGJ472019M4,124537-4157,YES
126653DSS9947AS,126653-DSS1,YES
100001300999774006,100001-WD48,YES
100001301021394006,100001-W143,YES
124085SS18HK36BL36,124085-BAN1,YES
100001300992837001,100001-WD16,YES
100001301020312001,100001-W092,YES
125739121667,125739-TATABSC1,YES
124635NF4977B4300,124635-110011,YES
12563024P8SLIDMD33I90740,125630-61791,YES
100001301025282005,100001-W008,YES
127776400404253659,127776-1100149292,YES
127776400404261579,127776-1100149292,YES
1277768907165449885,127776-1100149292,YES
127785RSL05969,127785-UNIT3,YES
124537WNGI1148021K4,124537-4157,YES
124537HWER227022N4,124537-4157,YES
1264920194891266000,126492-ECCO,YES
1260211285KURSBM,126021-YSS1,YES
127855AN47550,127855-WH,YES
126276CS312,126276-NF,YES
127224ACGCS77CREAMTEALL,127224-SUP02,YES
124388TBHTARANTLL,124388-BAN,YES
127366195703389672,127366-99,YES
1259287290011521011,125928-TD37,YES
1259287290011521035,125928-TD37,YES
127695GS18011Black34,127695-BAN,YES
127485BOMDT138RL52663A30,127485-BAN,YES
1265231380042,126523-MUMB,YES
127361DOOVR292BLKL,127361-TRI,YES
127615KRMPBKFL579RL,127615-BFSS1,YES
100001300989852003,100001-W238,YES
1259284045787999679,125928-TD37,YES
100377JAA25ST02096M,100377-TBS1,YES
12753298255L,127532-NWSS2,YES
127892700869231302,127892-STYLI2024,YES
12472111G677GTBLUBLK7,124721-CAL-GGN,YES
12506860314520991,125068-15025,YES
1250508905566721913,125050-SPYKDL,YES
1283333800000012754,128333-UTTARP,YES
1252734066762507382,125273-1969,YES
12753236765OXXL,127532-NWSS2,YES
1241304065451262151,124130-562107A,YES
1257384062051397955,125738-2031,YES
124267Google30WWITHCABLE,124267-MUM,YES
124388TBHROGERGRS,124388-BAN,YES
1283333800000012762,128333-UTTARP,YES
100001301016159002,100001-WD16,YES
128646LepOnelifePower10,128646-PUN01,YES
1255088905271542551,125508-ESHOPGUR2,YES
127510VMMSW01038,127510-BANGALORE,YES
100001301003222010,100001-WD16,YES
100001301017865003,100001-W011,YES
127517TW2W86800UJ,127517-THWH,YES
1250508905566301214,125050-SPYKDL,YES
128512RF28744,128512-WH,YES
125066IH0C711,125066-HSS1,YES
100001301027046003,100001-W008,YES
100001301021257003,100001-W088,YES
1256964067897811276,125696-2043,YES
125066IH0F050WT1,125066-HSS1,YES
1003011MMDL3HWCHT,100301-ESHOPHAR,YES
128633SKF425INDIGO3XL,128633-WH,YES
1246218905685966929,124621-PTBHD,YES
126957HSWSHW23509GNXXL,126957-BLSS1,YES
124010AW23SQARTHABLOCKSKWM,124010-KSS1,YES
12393913017SkyM,123939-SCIS1,YES
1277768905838886227,127776-1100149292,YES
1291102973630,129110-W038,YES
1281218909127149765,128121-BAN,YES
1252734067894887137,125273-602,YES
127482FLX092,127482-FLEXLUX01,YES
100001301010952003,100001-WD16,YES
125207MAW21608FS,125207-MASABARTS001,YES
124862CYPM1705A2XL,124862-LUD,YES
12506860314826567,125068-8293,YES
1280505600EHT1SLR,128050-E01,YES
1252364067892416827,125236-1971,YES
125995PLRW0150FTN2012,125995-PLUMBENWH,YES
1252364067896191782,125236-975,YES
1246218909044736826,124621-PTHOO,YES
124388POLLEADOLXXL,124388-BAN1,YES
1257484067894342452,125748-2021,YES
1253491011C1250039,125349-AIN,YES
1253491011C2060039,125349-AIN,YES
100001300992998010,100001-WD16,YES
1259948905792149451,125994-DUKE01,YES
100001301023409003,100001-W125,YES
100001301009181003,100001-W021,YES
128850RMTS05300B686F086,128850-GURGAON,YES
128178RDS02808,128178-ND2,YES
1253491051A0741058,125349-AWH,YES
100001301005567016,100001-WD27,YES
1257384067889110950,125738-1312,YES
1246879360454405273,124687-FNASS1,YES
1246879360454246708,124687-FNASS1,YES
1251522250880805LO240,125152-LKO,YES
1248488909113229402,124848-BHW,YES
126500MLOW00018KHAKIM,126500-DEL,YES
100001301005840002,100001-W230,YES
12592820714080303,125928-TD37_SUB,YES
100001301002654003,100001-WD16,YES
123986209964410M10W12,123986-MBWH11,YES
126148VPMIVSSPWRN10P85PO2,126148-MUM,YES
126148VPMIVSPRRN10P110PO2,126148-MUM,YES
100001300990322002,100001-WD27,YES
100001301003191002,100001-WD16,YES
100001301011982003,100001-WD16,YES
1281218909127122331,128121-MUMB,YES
124246190231813781,124246-TD69,YES
1241304099685373260,124130-562107A,YES
124721GCW7004LBLACK5,124721-CF,YES
125996R12165155,125996-ELITEGGN,YES
100001301019710002,100001-W096,YES
126447HB1284BROWN,126447-HRSS1,YES
126148VPMITRBRDPL10P95PO2,126148-MUM,YES
126148VPMIVSCOLFN10P90PO2,126148-MUM,YES
126148VIPPO3SUPREMERN95,126148-MUM,YES
128685TRT8121BROWN8,128685-AGRAH,YES
125942G1056,125942-HITS,YES
100001301017854005,100001-WD16,YES
100001301017854005,100001-WD27,YES
100001301015283004,100001-WD27,YES
126148VPMIVSSPWRN10P95PO2,126148-MUM,YES
128968A1EVK10916GBKG00007G999,128968-BLR,YES
100001301021309003,100001-W260,YES
100001301012640001,100001-W163,YES
100001300983732008,100001-W163,YES
127925JOHNYCORN42,127925-SMJ-SS1,YES
1284388721107039022,128438-WHMP,YES
1284388720109940718,128438-WHMP,YES
12597968294010010,125979-LUX01LLL,YES
12597968294010008,125979-LUX01LLL,YES
127532GS1083C2XL,127532-NWSS2,YES
1280888903439776237,128088-DELDLFMALLOFINDIA001,YES
1280888903439890506,128088-DELDLFMALLOFINDIA001,YES
128685TRT1101ROSEGOLD8,128685-AGRAH,YES
1291102241731,129110-W038,YES
100001300999266004,100001-WD16,YES
10003125289361740,100031-BEM,YES
127624GYMT172010SELFPURPLEL,127624-LUD,YES
100001301026945002,100001-W266,YES
127225FlyMenBlocksBlack9,127225-KT01,YES
127624MENCMPRN1058NAVYXL,127624-LUD,YES
127624PLSGYMT107FSSEAGREEN5XL,127624-LUD,YES
127624WMSHORTS04LIGHTGREY3XL,127624-LUD,YES
127624MENTRACKHND01INDIGOBLKXL,127624-LUD,YES
127624GYMT172010SPACEDYEPINKL,127624-LUD,YES
100001301012614003,100001-WD27,YES
1246218909044988454,124621-PTKOL,YES
100001301014887006,100001-WD16,YES
127381MD204630,127381-KUN,YES
123762NTPLPEWGO0052401S,123762-HTCS,YES
100001301020694004,100001-W006,YES
100001301020694003,100001-W006,YES
100001301002617004,100001-WD16,YES
100001300991179003,100001-WD16,YES
100001301002617003,100001-WD27,YES
100001300995584004,100001-WD27,YES
1287413PSU23KBTE13965,128741-WH,YES
124024MCSS24D975630603,124024-BEN1,YES
1259295401180807420,125929-BAN3,YES
1287413PSU23KBTE13750,128741-WH,YES
100001301018446004,100001-W293,YES
100001301018099004,100001-W162,YES
1276534067888119466,127653-8713,YES
1252734067894887137,125273-553,YES
100001301019429004,100001-WD16,YES
100001301015123004,100001-W086,YES
100001301006309003,100001-WD16,YES
100001301023979004,100001-W086,YES
100001301023458004,100001-W086,YES
100001301012604004,100001-WD16,YES
100001301019417003,100001-W086,YES
100001301014676001,100001-WD16,YES
100001301021378001,100001-W086,YES
100001301022346004,100001-W086,YES
100001301017602005,100001-W086,YES
100001301008290004,100001-WD16,YES
100001301005949004,100001-WD16,YES
100001301020313003,100001-W086,YES
100001301012857005,100001-W020,YES
100001301008553003,100001-WD27,YES
100001301012294004,100001-WD16,YES
125739200102602,125739-TATABSC1,YES
100001301022344005,100001-W060,YES
125128ASC3SFLBC00417,125128-BHW,YES
126783ZKP1160BM1050M,126783-UP,YES
1257384066765467638,125738-1609,YES
124537HNGH1049089M3,124537-4158,YES
100301PMTX07683F481F086,100301-THN,YES
1248488905707301776,124848-BINOLA,YES
1248488905952371531,124848-BHW,YES
1240133640995002,124013-WH,YES
100001301011679004,100001-WD16,YES
100001301018960003,100001-W088,YES
1277768905678627639,127776-1100149292,YES
100001301015559002,100001-WD16,YES
1248488905951830893,124848-BHW,YES
1248488905952721244,124848-BANDHL,YES
1250508905566632486,125050-SPYJN,YES
12645320213448,126453-FISS2,YES
1248488905951148998,124848-BINOLA,YES
1252938905641064577,125293-BASS5,YES
100001301008467004,100001-W081,YES
100001301007885003,100001-W173,YES
1277768909158026417,127776-1100149291,YES
12753237207XL,127532-NWSS2,YES
128908CASHDP8039283040,128908-BAN,YES
1277768905482960151,127776-1100149292,YES
127381TSH26645M,127381-KUN,YES
1265788905241331826,126578-5114,YES
1257384060511590052,125738-1312,YES
128797BLAZER1462DARKGREY16,128797-WH,YES
124537HRGJ2324106M3,124537-4158,YES
100001300985204002,100001-W043,YES
100031665356010,100031-BEM,YES
126600TPRT33353603XL,126600-LDH,YES
1260998907361772121,126099-WH1,YES
100001301019838003,100001-W088,YES
1285638905720313091,128563-AUR,YES
1002436796014060,100243-BATA03,YES
1259283614272050358,125928-TD37_SUB,YES
12645320091776,126453-FISS2,YES
1277768905462261599,127776-1100149292,YES
1252364067889668659,125236-1484,YES
100001301004463002,100001-WD16,YES
124537HRGH2103238M4,124537-4158,YES
100001301003211005,100001-WD16,YES
123762NT1823QM01,123762-SBLR,YES
124055N3950360210,124055-110077,YES
128339FKCompTshirtWhiteM,128339-SURAT,YES
124537HRGE2353042N2,124537-4158,YES
1284378905692706655,128437-MRTPLC,YES
1246218909044851659,124621-PTKOL,YES
126447HB1224BLACK,126447-HRSS1,YES
124055NEW10001100M12,124055-110077,YES
100001301019419006,100001-W284,YES
100001301012180009,100001-W218,YES
1268248903496277753,126824-1,YES
12506860207835652,125068-8284,YES
1246218909044788917,124621-P096,YES
1237621648SM01,123762-WBHI,YES
127801AMWW429,127801-JWB1,YES
1246218909230401729,124621-P146,YES
1246218909044193766,124621-PTKOL,YES
1246218905807060085,124621-PTBHD,YES
124232PNTCMD03N30187773DARKBLUES,124232-RITIKA001,YES
1246218909230401705,124621-P006,YES
1246218909044193759,124621-PTBD,YES
10012110220896,100121-HRN,YES
10012111044706,100121-HRN,YES
10012111044713,100121-BAN,YES
1292298904446681118,129229-LTH,YES
1291408909152285872,129140-TCFAR,YES
127785RSL10689,127785-UNIT3,YES
126558OTTR33294100234FFSF,126558-STF-TL-DTDC-DOMJUR,YES
128908LCSFSP0212948042,128908-BAN,YES
124388TBHZARZABKXL,124388-BAN1,YES
100001301001242001,100001-W190,YES
124537HRGE2168065N4,124537-4158,YES
100001301010988002,100001-W116,YES
127965A1SX0661GBKGO0008,127965-1037,YES
1265178905995728385,126517-LKS1,YES
126948196642466271,126948-BWH,YES
100001301000342002,100001-WD27,YES
100001300999811002,100001-WD16,YES
100001300968750003,100001-W043,YES
127979JSMBR10,127979-JS1,YES
127979NLJS2240101,127979-JS1,YES
127979BAGJS23PB2,127979-JS1,YES
1248488909112489456,124848-BHW,YES
12590850AMOS035101,125908-ABCLUX01,YES
1283361166WHITE2PCLAYEREDM,128336-AUTUMNL001IL,YES
12597968294000431,125979-LUX01LLL,YES
1259284064665102024,125928-TD37,YES
128020198294374294,128020-CKWH,YES
12592820714215552,125928-TD37,YES
100001301008253002,100001-W116,YES
100001301021454004,100001-W088,YES
1241304067982843540,124130-122004,YES
100001301001371001,100001-W113,YES
128648GC3940121OLIVEGREEN40,128648-3955,YES
1280208907503070283,128020-CKWH,YES
100001301014929002,100001-WD27,YES
1259295401180861941,125929-BAN3,YES
1003010M9M43HY97P,100301-THN,YES
126600TOSPRT56626303M,126600-LDH,YES
127477SF9031MagentaM,127477-DEL,YES
124537HQGJ1851065N4,124537-4158,YES
124267boAtAirdopes100blue,124267-MUM,YES
124388DBNANTODB34,124388-HRN,YES
124210AAMTEESM00056406L,124210-ASPL,YES
124210MPOMA212012L,124210-ASPL,YES
124210AAMSHODM00026102L,124210-ASPL,YES
100001301016154003,100001-W088,YES
100001301003723003,100001-WD27,YES
123944MCSKXLW,123944-CPS1,YES
123790HOKRESMBLK,123790-VMUM2,YES
125442AB362685ANTIBURST,125442-DEL,YES
100001301011580003,100001-WD16,YES
124388TBHKAYANBLL,124388-BAN1,YES
127801AMWW799,127801-JWB1,YES
125625BCH30DBR22,125625-THANE,YES
124537HRGJ2421106N3,124537-4158,YES
100001301021010006,100001-W126,YES
12753226840XL,127532-NWSS2,YES
125152224066534140,125152-WB,YES
1259295401180783229,125929-BAN3,YES
127066MXLY2ZMA,127066-BOM,YES
123986627756949171,123986-8240,YES
100001301019418003,100001-W136,YES
128655190231907312,128655-MEWAT,YES
1240133633041001,124013-GKL103,YES
1240133640256003,124013-GKL103,YES
128648OTBT018004BLACKNoSize,128648-3955,YES
126366SPSPFSPRY,126366-TNWDELWH,YES
126366TORSW0200,126366-TNWDELWH,YES
125152224066760140,125152-WB,YES
100001301023946006,100001-WD48,YES
1257384067889997650,125738-1609,YES
1251522240401503FS140,125152-WB,YES
126326137KBD1480XL,126326-SFSS1,YES
128099YBEAR32497,128099-YBJ1,YES
127785RHP0911MXXL,127785-UNNAO,YES
125843HHS5S12,125843-SNS1,YES
100001301007125006,100001-WD16,YES
100001301013056006,100001-WD48,YES
12753298050OXXL,127532-NWSS2,YES
127979NLJS2340220,127979-JS1,YES
123798ED512,123798-BPCAS,YES
100001301015279005,100001-WD27,YES
100001301021435005,100001-W190,YES
100001301010184006,100001-WD27,YES
1246218909230052693,124621-P090,YES
100001301025047005,100001-WD27,YES
100001301021431004,100001-WD16,YES
1250438905177561076,125043-7082,YES
127320LXTBP0558,127320-LSDG2,YES
127320LXTBP0559,127320-LSDK,YES
127979NLJS2240148,127979-JS1,YES
127979NLJS2240164,127979-JS1,YES
100001301011981004,100001-W125,YES
123798A1364,123798-BPCAS,YES
123798G1166,123798-BPCAS,YES
123798A1785,123798-BPCAS,YES
123798G1248,123798-BPCAS,YES
123798A2354,123798-BPCAS,YES
123798D178,123798-BPCAS,YES
123798AD285,123798-BPCAS,YES
128043000902,128043-DAMILANO001,YES
128043LB10156SOLIVEQUILTING,128043-DAMILANO001,YES
128648LB0667109KHAKI36,128648-3955,YES
123762NT68011PP08,123762-ECAL,YES
127785RFF136111,127785-RHW,YES
128968A1EVK3404GNTQ00010G599,128968-BLR,YES
12590850AMOM035,125908-ABCLUX01,YES
125908Z110050CMFG025,125908-ABCLUX01,YES
12590850CICR010,125908-ABCLUX01,YES
125908Z110050BLIC040,125908-ABCLUX01,YES
12590820EDI0625,125908-ABCLUX01,YES
125908Z110050CPRO025,125908-ABCLUX01,YES
100001301021432006,100001-W092,YES
12755249771100543,127552-WH1MP,YES
126013STBOT944,126013-MGMWH,YES
124523KCSHI092111PNKXL,124523-BIMS1,YES
12753236790XXL,127532-NWSS2,YES
10012110391721,100121-HRN,YES
12753229196XXL,127532-NWSS2,YES
1259283605970859251,125928-TD37_SUB,YES
1280471376700390SM,128047-UWH,YES
1280471383935001OSFM,128047-UWH,YES
1257484067887215534,125748-1619,YES
126448EST3KBTS34816Y,126448-KS,YES
129125TFCBT12ALBMCSFS,129125-PUN,YES
129125TFCPB210MRRDSFX,129125-PUN,YES
129125TFCCNN029COFSFL,129125-PUN,YES
12753229151L,127532-NWSS2,YES
125055MA69005115001,125055-1103,YES
126088FWSX16877,126088-LSDG2,YES
124720A24CFS523W1XLReg,124720-ANDAMENBANG001,YES
100001301018375006,100001-W081,YES
1284378909059299446,128437-MRTPLC,YES
100001301015849006,100001-W284,YES
100001301015850005,100001-W081,YES
1268821060YKBEIGE3XL,126882-YGSS2,YES
127532156304XL,127532-NWSS2,YES
127785RFS6087AXXL,127785-UNNAO,YES
127785RFS0507XXL,127785-UNNAO,YES
1281218909127021450,128121-BAN,YES
1268908904368209308,126890-CSMUMWH,YES
100001301010868009,100001-W111,YES
1240133640489004,124013-WH,YES
100001301019664005,100001-W126,YES
125653R8871640004,125653-EWHDELLUX,YES
1241304067978167322,124130-122004,YES
1260735003FP2in,126073-VALEOLUX1,YES
125450FMRNDCTR38002,125450-FEM1,YES
1259295401180816309,125929-BAN3,YES
1279202469PINKXL,127920-SCAKHII001,YES
100001301008686006,100001-WD27,YES
100001301010868012,100001-W236,YES
125450FMLNCBJRC06,125450-FEM1,YES
125450FMLNCBJRC04,125450-FEM1,YES
125450FMTRBFRCBJRA02,125450-FEM1,YES
1249328905254450156,124932-WS,YES
125173NMPSFBL4,125173-PROZOMAA,YES
1265178909236541856,126517-LKS1,YES
100031339141136,100031-BEM,YES
1262619999955251210,126261-RDL02,YES
1265178909236060401,126517-LKS1,YES
100031339142036,100031-BEM,YES
100001301014857014,100001-W218,YES
100001301004093009,100001-WD16,YES
100001301014857004,100001-W132,YES
100001301004093019,100001-WD16,YES
127361WMNCR613PGRNM,127361-TRI,YES
1278964061CS,127896-MH1,YES
100001301013643001,100001-WD16,YES
1256964067886066199,125696-1824,YES
1291105631132,129110-W038,YES
100001301014090001,100001-W020,YES
1291105437498,129110-W038,YES
1284561361518001SM,128456-PWH,YES
1253492041A344001S,125349-AWH,YES
1259288906120582216,125928-TD37,YES
1259288906120587815,125928-TD37,YES
1259288906120589154,125928-TD37,YES
100001301003211003,100001-WD16,YES
125068627756932630,125068-8261,YES
129144MBEACHNERORED7,129144-WCND,YES
129144MHBSUPERNAVY8,129144-WCND,YES
129144WIIFA102DBLUE6,129144-WCND,YES
1279398034097959721,127939-PSHARWH,YES
1250508907966857247,125050-WH3600,YES
125847CLDPP001,125847-PROG,YES
1280502300EBP1TBL,128050-N01,YES
1257484067891323065,125748-1503,YES
1292288907279586421,129228-KAR,YES
128438197316457793,128438-WHMP,YES
128249EP0301,128249-LPTDELWH,YES
123762NS95122WM01,123762-WBHI,YES
129037FW6810R2,129037-129037,YES
