ussid,slaveid,isallocated
1265178909236085138,126517-LKS1,YES
1265178909236084988,126517-LKS1,YES
1265178905995607628,126517-LKS1,YES
123785SS18JNELASTPMPLNDBU32,123785-CAMPUS,YES
100001301004463003,100001-WD27,YES
128624501716,128624-BAN,YES
128624501632,128624-BAN,YES
1239429091CrochetLtBlue45,123942-SSS1,YES
1282133366NavyClassicS,128213-TBTSS1,YES
1288118909147005850,128811-RNWPB,YES
128047302487800510,128047-UWH,YES
126928OXUS0040,126928-MQLUX01,YES
126928OXUS1350,126928-MQLUX01,YES
124862SM228S,124862-LUD,YES
126928OXUS0880,126928-MQLUX01,YES
124584SWWSHMCA1120BLACK44,124584-KDS1,YES
100001300990448001,100001-W254,YES
1288118909147005072,128811-RNWPB,YES
1257384066757422430,125738-1818,YES
1246879360454503405,124687-FNASS1,YES
126928UMCA1500,126928-MQLUX01,YES
1246879360454110634,124687-FNASS1,YES
1280769360454513794,128076-FNA001,YES
124232LDRCVL08N32098661OLIVEM,124232-RITIKA001,YES
1275648905875438526,127564-BHW,YES
100001301003419003,100001-WD16,YES
127939783320971563,127939-PSHARWH,YES
128520SHW008,128520-FUPUAAEC,YES
128565231508535,128565-DELS1,YES
100001301026009001,100001-WD48,YES
1265231182562,126523-BAN,YES
127892700466151030,127892-STYLI2024,YES
1265231227134,126523-BAN,YES
127892700332311430,127892-STYLI2024,YES
1246218909044971746,124621-PTBHD,YES
128520LMM001,128520-FUPUAAEC,YES
123986209964100M9W11,123986-MBWH11,YES
1246218909230249246,124621-P619,YES
1246218909044444127,124621-P020,YES
128912TCTPNT100011RSL36,128912-LUDHIANA,YES
126916FnH1881FUS37,126916-GS01,YES
126916FnH4503RD38,126916-GS01,YES
126916FnHGS151WHT41,126916-GS01,YES
128058VENMENR202NVL1SET,128058-LUXWBEN,YES
12813511020042,128135-HAR,YES
128058LYRAIC180FS1PC,128058-LUXWBEN,YES
12813511014740,128135-HAR,YES
128058LYRACAMI571WHXXL1PC,128058-LUXWBEN,YES
12813511020340,128135-HAR,YES
128058LYRACAMI571SKNXXL1PC,128058-LUXWBEN,YES
128135221092A36,128135-HAR,YES
128058LYRACAMI571BPKXXL1PC,128058-LUXWBEN,YES
128058LYRAAT024GRL1PC,128058-LUXWBEN,YES
128058NITROPOLOMNL1PC,128058-LUXWBEN,YES
128058LYRAJEGBLKL1PC,128058-LUXWBEN,YES
128058NITROPOLONVS1PC,128058-LUXWBEN,YES
128058NITROPOLOPPLL1PC,128058-LUXWBEN,YES
128058LYRABRA513BPK34B1PC,128058-LUXWBEN,YES
128058VENUSWHRN907PC,128058-LUXWBEN,YES
128058LYRAKSLIP576BLKL1PC,128058-LUXWBEN,YES
128058LYRAAT022ALBLUXL1PC,128058-LUXWBEN,YES
128058LYRAAT023OLVL1PC,128058-LUXWBEN,YES
128058VENBOYR401RBL11T12391PC,128058-LUXWBEN,YES
128058NITROPOLOAFBUL1PC,128058-LUXWBEN,YES
128058LYRABRA513WN34B1PC,128058-LUXWBEN,YES
128058LYRAVPLZWHL1PC,128058-LUXWBEN,YES
128058NITROPKTPOLOCLXL1PC,128058-LUXWBEN,YES
128058LYRAKURTIPANT09FS1PC,128058-LUXWBEN,YES
128058LYRABRA511SKN36B1PC,128058-LUXWBEN,YES
128685TRT8118WHITE9,128685-AGRAH,YES
1284388720639799404,128438-WHMP,YES
128058LYRAAT024PNCHXL1PC,128058-LUXWBEN,YES
128058LYRAVPLZBLKL1PC,128058-LUXWBEN,YES
100001301014704007,100001-W276,YES
100001301010034004,100001-WD16,YES
100001301006707007,100001-W116,YES
100001301016415004,100001-WD16,YES
128058VENMENR104BLKL1SET,128058-LUXWBEN,YES
128928BlossomBlackXXL,128928-FTW26112024,YES
128058LYRABRA513WH34B1PC,128058-LUXWBEN,YES
128928AnkitaBlackM,128928-FTW26112024,YES
128928AnkitaBlueL,128928-FTW26112024,YES
128928SreeshaWhite2XL,128928-FTW26112024,YES
127892701203830605,127892-STYLI2024,YES
125996R12391103,125996-ELITEGGN,YES
128720BHDN,128720-GUR,YES
126916FnH8213BG36,126916-GS01,YES
1286488907438896408GD0491108WCM44,128648-3955,YES
126580NBHR23RD9451824M,126580-NB,YES
126580NBSS24DR12111824M,126580-NB,YES
128730SSHANDI5,128730-MUMBAI1,YES
128730CHSTEELEXOMED2PC,128730-MUMBAI1,YES
128730HP116PC,128730-MUMBAI1,YES
12873022TP7148PC,128730-MUMBAI1,YES
1246879360454085352,124687-FNASS1,YES
1259773000000435,125977-DBPWH,YES
1259773000000009,125977-DBPWH,YES
1280769360454369674,128076-FNA001,YES
126916FnHR261GD39,126916-GS01,YES
1282131907SilStringR1M,128213-TBTSS1,YES
128757SHEEN3MULTI1314,128757-WH,YES
128757LLMM6MEHNDI1314,128757-WH,YES
1288118907768009578,128811-RNWPB,YES
1288118903953259858,128811-RNWPB,YES
126088FWSX16570,126088-LSDT,YES
127055195907632567,127055-BRLUXWH,YES
1282369M931110,128236-TCGL1,YES
128236252350,128236-TCGL1,YES
1282369P142410,128236-TCGL1,YES
1282369O278210,128236-TCGL1,YES
128236252351,128236-TCGL1,YES
1282369O278410,128236-TCGL1,YES
126580NBDR23WH947612M,126580-NB,YES
100001300990374004,100001-W067,YES
100001301008684002,100001-WD16,YES
1291104925456,129110-W038,YES
1291105254593,129110-W038,YES
1291104757148,129110-W038,YES
128348MMYMD112PD23XL,128348-MOWH1,YES
128348MMYLRMD14PD42XL,128348-MOWH1,YES
128348MMYMD112PD12XL,128348-MOWH1,YES
1288118907768084179,128811-RNWPB,YES
128348MMYMD111PD1XL,128348-MOWH1,YES
128348MMYTOP351PT2M,128348-MOWH1,YES
128348MMYTOP91PT1XS,128348-MOWH1,YES
128348MMYMD448SD2S,128348-MOWH1,YES
127233511022272FMilitaryNDS,127233-EMES1,YES
128648SLD4737022NAVY40,128648-3955,YES
128757SHEINK72BLACK78,128757-WH,YES
128757SHEENK50BLUSHPINK910,128757-WH,YES
128757SHEENK64PINK1112,128757-WH,YES
128757SHEIN91LAVENDER78,128757-WH,YES
128757SHEINK72BLACK1112,128757-WH,YES
128757SHEEN94BLACKWHITE1112,128757-WH,YES
128757SHEENK59MOBLACK1112,128757-WH,YES
128757SHEEN10FROST910,128757-WH,YES
100001301008839004,100001-W126,YES
128757SHEEN30MULTILINE1112,128757-WH,YES
100001301022926004,100001-W105,YES
128757SHEEN118BLUESTRIP1112,128757-WH,YES
100001301000820004,100001-WD27,YES
125996T1374071135100,125996-VIRTUAL,YES
127924RH1111XXL,127924-RJ-SS1,YES
128757SHEEN13SNOWWHITE56,128757-WH,YES
127924RH1103XXL,127924-RJ-SS1,YES
128757SHEENK1ASOLIDWHITE1112,128757-WH,YES
128757SHEENK50BLUSHPINK56,128757-WH,YES
12753235426XXL,127532-NWSS2,YES
127532400064OXXL,127532-NWSS2,YES
126326164KBD1764XXL,126326-SFSS1,YES
127892700948680130,127892-STYLI2024,YES
126489P108093R,126489-MSOS1,YES
126489P108093BL,126489-MSOS1,YES
10012130337,100121-HRN,YES
126110DTMSFIS089GREY0020,126110-VTR1,YES
1246218909044833143,124621-PTBHD,YES
124024MCSS22NW05157005,124024-BEN1,YES
100001301018348004,100001-W190,YES
100001301009568004,100001-W238,YES
100001301003707004,100001-WD27,YES
100001301014668004,100001-W167,YES
129129PBCH500,129129-DELHIWH,YES
1281218909127184209,128121-GURG,YES
126088FWSX0970,126088-LSDT,YES
127785RHP1634MM,127785-UNIT3,YES
126088FWSX0971,126088-LSDT,YES
1280769360454321863,128076-FNA001,YES
1246879360454028267,124687-FNASS1,YES
1001148905943284765,100114-BHW,YES
1246218909044724052,124621-P044,YES
1280769360454442124,128076-FNA001,YES
12856263154828,128562-PAN,YES
127245MFR1521BROWN9,127245-CO1,YES
127245MFR1171WHITE7,127245-CO1,YES
127245MFR1561BEIGE9,127245-CO1,YES
123989THBWRC087BR,123989-TLS1,YES
127245ML1186ONION5,127245-CO1,YES
123989TWLT542BR,123989-TLS1,YES
127245ML1185BEIGE9,127245-CO1,YES
123989TBT735SLHY38,123989-TLS1,YES
127245MFR1171BLACK9,127245-CO1,YES
123989TWHB790MN,123989-TLS1,YES
127245MFR167COPPER7,127245-CO1,YES
123989TWLT547BR,123989-TLS1,YES
127245MFR153BLACK8,127245-CO1,YES
123989TBT489TN38,123989-TLS1,YES
127245ML1185CREAM5,127245-CO1,YES
128236S1035GDCOL000,128236-TCGL1,YES
1282132502Butterscotch30,128213-TBTSS1,YES
10012110075924,100121-BAN,YES
127477SC871BlackXXL,127477-DEL,YES
128435FSTFJDWC7029GREY42,128435-WH,YES
12643542ST25583H4OS,126435-FGSS1,YES
123989TSHLWELU011BR43,123989-TLS1,YES
12643538KA030451C5FS,126435-FGSS1,YES
1242467622078800301,124246-TD69,YES
1290635045749562797,129063-INFI002,YES
128236BRZ0057,128236-TCGL1,YES
12856263153624,128562-PAN,YES
12856263154824,128562-PAN,YES
1255088905271533979,125508-XMUM,YES
124232BBTBRS01H00719940BRASS,124232-RITIKA001,YES
127477GASF734VoiletXXL,127477-DEL,YES
123989TMB35CRTN,123989-TLS1,YES
123989TSHJKLF03BR43,123989-TLS1,YES
123989TSHJKLF02BR41,123989-TLS1,YES
1281218909127099916,128121-GURG,YES
123989TSHJKLF04BL42,123989-TLS1,YES
1288118903953254310,128811-RNWPB,YES
127460BJS077036,127460-WH,YES
1288118907768082663,128811-RNWPB,YES
1256964067897811283,125696-1655,YES
100001301012932003,100001-WD27,YES
100001300990322003,100001-WD16,YES
1265231238666,126523-KOLK,YES
1270640KF80N01M,127064-SHAYEWH2,YES
1270640K702Z22L,127064-SHAYEWH2,YES
124232PLTPOR00H00819751BEIGE,124232-RITIKA001,YES
126145AWBRNFWLB1026Brown34,126145-WOSS1,YES
125331SBMW079S,125331-SFS1,YES
128438198294776579,128438-WHMP,YES
125331SBMSDP021,125331-SFS1,YES
1292368909068783691,129236-AS32977,YES
125331SBDBDP021,125331-SFS1,YES
123986627756931619,123986-8273,YES
100001301017409008,100001-W049,YES
1280769360454398940,128076-FNA001,YES
100001301003176004,100001-WD16,YES
1002435719137070,100243-9327,YES
127778HFT24BHISBLG24,127778-WH,YES
128730OIKD7,128730-MUMBAI1,YES
124502LDR13266AEVENINGPRTM,124502-PLUSS1,YES
124502LDR14154LIMEPUNCH4XL,124502-PLUSS1,YES
1278966512,127896-MH1,YES
124502LDR13262NIGHTMAREL,124502-PLUSS1,YES
124502LDR18546SUNSETGLOWL,124502-PLUSS1,YES
1280769357631997478,128076-FNA001,YES
124502LTSHS16713ANTHRA3XL,124502-PLUSS1,YES
124502LTR18885OLIVEHUMRXXL,124502-PLUSS1,YES
124502LTP10483YOLKYELLOW3XL,124502-PLUSS1,YES
1280507900EHT1DBL,128050-W01,YES
128438197316663026,128438-WHMP,YES
124232BWLPRC01H00099901BLUE,124232-RITIKA001,YES
12789611300BBK2,127896-MH1,YES
1002438714544100,100243-9327,YES
12789611302BBK2,127896-MH1,YES
12789611302B2,127896-MH1,YES
12789610225,127896-MH1,YES
12789611300B2,127896-MH1,YES
126768AT074612MF,126768-MUMWH,YES
126768AT0082156,126768-MUMWH,YES
126768AT0085139,126768-MUMWH,YES
1282131737DarkBlackL,128213-TBTSS1,YES
124604CK523F156Y,124604-WH,YES
127907C780307SkyBlue5,127907-WH,YES
100001301013461011,100001-WD27,YES
1281218904402282342,128121-MUMB,YES
124232SDRVRY05N30658610BLUEM,124232-RITIKA001,YES
100001300998975001,100001-WD16,YES
100001301017855001,100001-WD16,YES
100001301012893001,100001-WD16,YES
124388TBHTRABAZGYL,124388-BAN,YES
126961N2S420EFASKIN,126961-N2SSS1,YES
1265178905994670630,126517-LKS1,YES
1265178905995249293,126517-LKS1,YES
126961N2S209WHITE1012,126961-N2SSS1,YES
126961N2S905Black,126961-N2SSS1,YES
125091CLZebBroGreen,125091-PUN01,YES
12863738Black42,128637-ZTP,YES
124013GS572608,124013-WH,YES
127925GREENKULI34,127925-SMJ-SS1,YES
1280769360454414121,128076-FNA001,YES
1280769360454445262,128076-FNA001,YES
128484LFBlackPerfume50ml,128484-SCMUMWH484,YES
128484LAFRENCH001,128484-SCMUMWH484,YES
128484MCSSandalwood125gm,128484-SCMUMWH484,YES
124604CK510011112Y,124604-WH,YES
127925KDROYALRASNA36,127925-SMJ-SS1,YES
127925CSNAINAPURPLE40,127925-SMJ-SS1,YES
127925DRSBLUEKINNU38,127925-SMJ-SS1,YES
127925FIONAAQUA46,127925-SMJ-SS1,YES
127925KPDBHUMI40,127925-SMJ-SS1,YES
128484LaFrench19,128484-SCMUMWH484,YES
1257384066761837473,125738-1818,YES
125197AT06628,125197-HDBHW,YES
125197AT011514,125197-HDBHW,YES
124232LDRVRO02N32113619GREENS,124232-RITIKA001,YES
1280769360454392443,128076-FNA001,YES
126663G66005,126663-PIPL1,YES
128655190231889267,128655-MEWAT,YES
126600TTPRTT26MUDD10MUD002M,126600-LDH,YES
127785RWS0577AL,127785-UNNAO,YES
127510VTWGLC003NB34,127510-WB01,YES
127510VTWGK010PNnP34,127510-WB01,YES
127510VASGLC106NBnD28,127510-WB01,YES
1245578905509613503,124557-JSS3,YES
127510VSHRMCT029NB40,127510-WB01,YES
1245578905509167655,124557-JSS3,YES
127510VASMK209BL38,127510-WB01,YES
127510VTWGLC04934,127510-WB01,YES
1245578905224971018,124557-JSS3,YES
1245578905509599685,124557-JSS3,YES
1245578905509668633,124557-JSS3,YES
1245578905509838708,124557-JSS3,YES
124388DNMTERKOMB34,124388-BAN,YES
124388POLRINZBLL,124388-BAN,YES
124388TBHSTORSIKGYM,124388-BAN,YES
124388TBHPARPOSWHM,124388-BAN,YES
124388DNMOKIPGR36,124388-BAN,YES
100001301003128001,100001-WD16,YES
127624TSHIRT1200LIGHTONIONL,127624-LUD2,YES
1291104357528,129110-W038,YES
100001301025052004,100001-W111,YES
127925Nomiturq40,127925-SMJ-SS1,YES
127925KPDGREENDANGAL40,127925-SMJ-SS1,YES
127925KPDMAUVEMAGGY40,127925-SMJ-SS1,YES
127925DRSBEIGESOMIL42,127925-SMJ-SS1,YES
127925KPDYELLOWMANI44,127925-SMJ-SS1,YES
12519789101,125197-HDBHW,YES
127925DRSORANGEKINNU42,127925-SMJ-SS1,YES
127925DRSPINKBUBBLE44,127925-SMJ-SS1,YES
127925DRSBLACKLIMBO44,127925-SMJ-SS1,YES
127925DRSBLUEHANNAH44,127925-SMJ-SS1,YES
128819DSET0059029,128819-GUJARAT,YES
126448CEATTKBJK4114Y,126448-KS,YES
127510VASMCT607BL38,127510-WB01,YES
128819LUCH0073027,128819-GUJARAT,YES
127510VASMK194WHnPANT003WH40,127510-WB01,YES
127510VASWXK053DSL,127510-WB01,YES
127510VASMCT607BL40,127510-WB01,YES
127510VASGLC003GO26,127510-WB01,YES
127510VSHVMCT015GY36,127510-WB01,YES
127510VTWGK001BUnRG35,127510-WB01,YES
100001301024613004,100001-W043,YES
100001301003081004,100001-WD16,YES
1265178905995881165,126517-LKS1,YES
1265178905995470727,126517-LKS1,YES
100001301019762004,100001-W111,YES
1265178905995138603,126517-LKS1,YES
100001300996704002,100001-WD27,YES
124232CKJPRC01H00099441Blue,124232-RITIKA001,YES
1250317613113644172,125031-130,YES
127835YT805,127835-NJSS1,YES
127835PF603,127835-NJSS1,YES
127785RHP1117ML,127785-UNNAO,YES
100001300986443005,100001-W006,YES
1250317613113644226,125031-130,YES
1250317613113644363,125031-130,YES
1250317613113644349,125031-130,YES
1250317613109069569,125031-130,YES
1250317613109067459,125031-130,YES
1250317613112998603,125031-130,YES
1250317613138920831,125031-130,YES
1250317613126174857,125031-130,YES
1250317613108269601,125031-130,YES
1280208720639430420,128020-CKWH,YES
125023LongNeckFancyCutLusterSHL1,125023-FOSS1,YES
1280208720109956863,128020-CKWH,YES
127636MK9118,127636-ADLUX,YES
1246218905807577477,124621-PTBHD,YES
127510VSHVMSH327NB36,127510-WB01,YES
129126NM1295BlackXXL,129126-NOIDA,YES
127487MM561XL,127487-MISHSS1,YES
1288118903953265477,128811-RNWPT,YES
128438197499099377,128438-WHMP,YES
124849A240wc,124849-KHETSHIP,YES
128438197499260487,128438-WHMP,YES
128438196807976799,128438-WHMP,YES
124267AppleMHJD3HNAUSBCPowerAdapter,124267-MUM,YES
129126NM1159BlueXL,129126-NOIDA,YES
100001301007041003,100001-WD16,YES
1252364066765467669,125236-602,YES
1257384066756179328,125738-1312,YES
128912MMGRM100025BlackMulticamM,128912-LUDHIANA,YES
128438196808446741,128438-WHMP,YES
126557M66021,126557-MCRLUX01,YES
1260263PCCVL08N31558667PEACHS,126026-RITU001,YES
125569WISALDHAHABEDP50ML,125569-NHAWH,YES
125569ARISTOCRATEDP75ML,125569-NHAWH,YES
1265788905241265305,126578-SMWH01,YES
124635TH7344D1804,124635-110015,YES
124267APPLE60WUSBC1M,124267-MUM,YES
127695Shai4174Yellow5XL,127695-BAN,YES
1281218904402282540,128121-BAN,YES
129118RL2BLACKAUTOLOCK0138,129118-DL11,YES
1260263PCVRS01N31636862YELLOWM,126026-RITU001,YES
127487MM748XL,127487-MISHSS1,YES
127487MM782M,127487-MISHSS1,YES
127785RHP1077ML,127785-UNNAO,YES
1280471369831001LG,128047-UWH,YES
125141FCK1SM,125141-ILFPMUM,YES
123858309494,123858-HRP,YES
128594K22312SBSB,128594-BANG,YES
1277768909203475498,127776-1100149292,YES
124232LDRCGZ02N32108105YELLOWL,124232-RITIKA001,YES
1277768905652953143,127776-1100149292,YES
1277768905678509461,127776-1100149292,YES
1280737613141143098,128073-LUX130,YES
1280737613142066358,128073-LUX130,YES
1280737610875912563,128073-LUX130,YES
1280737613142345873,128073-LUX130,YES
1280737613109000531,128073-LUX130,YES
1280737613142067287,128073-LUX130,YES
1280737613142345736,128073-LUX130,YES
1280737613142049825,128073-LUX130,YES
1280737613138921869,128073-LUX130,YES
1280737613142049641,128073-LUX130,YES
1280737613141133204,128073-LUX130,YES
1280737613142065689,128073-LUX130,YES
1280737613142066280,128073-LUX130,YES
125790SHADESOFMEGIFTPACK2250ML,125790-NHAMUMWH,YES
125790NEEAEDP50ML,125790-NHAMUMWH,YES
125790OUDHSMEAREDP100ML,125790-NHAMUMWH,YES
125790WisalDhahabAurumDeo200ml,125790-NHAMUMWH,YES
125790RAINDROPSEDP50ML,125790-NHAMUMWH,YES
1280208721107441917,128020-CKWH,YES
1280208907503070245,128020-CKWH,YES
128042TDM96,128042-PMAXGLMUM01,YES
1257484067889333502,125748-2043,YES
127785RHP0994MXL,127785-UNNAO,YES
1257384064047405583,125738-1646,YES
127785RHP0178MXL,127785-UNIT3,YES
127785RHP0925MXL,127785-UNNAO,YES
1242411946680,124241-MASP,YES
125790MARYAJRAINCHECKEDP8ML,125790-NHAMUMWH,YES
127692KSETMK2201XL,127692-PUSS2,YES
124055394205026,124055-110077,YES
124635L121211K04,124635-110011,YES
1280138909059431457,128013-THWH,YES
1241304067978134539,124130-562107A,YES
1256101004964012214,125610-6174,YES
126956MNAL524BLKS,126956-TIRU,YES
126956MLHTR01AST4PO3L,126956-TIRU,YES
127565NRDB0002,127565-FURNITUREWH2,YES
126956CHGT306ASST2PO156Y,126956-TIRU,YES
126956MLHBR02AST2PO5XXL,126956-TIRU,YES
126956AC1205LIGRYPO1L,126956-TIRU,YES
1268531954058,126853-MASPAR001,YES
126276Boys524F12,126276-NF,YES
127245MFR1171BLACK7,127245-CO1,YES
124170HYPW02397S,124170-SHF,YES
1248488905706725412,124848-BANDHL,YES
100001301018952006,100001-W105,YES
100001300996209001,100001-WD16,YES
124170HYPW03326XXL,124170-SHF,YES
124170HYPW03320XXL,124170-SHF,YES
124170HYPW03322XXL,124170-SHF,YES
1277768905482918466,127776-1100149292,YES
126948220083IDBKWUK7,126948-BWH,YES
124232STPCPD02N33608704SAGEGRS,124232-RITIKA001,YES
128006SW9725,128006-SD-SS1,YES
126681MS316Peach36B,126681-AFSS1,YES
126681MS316Black36B,126681-AFSS1,YES
1273073219110511048,127307-BHIWANDI1,YES
124267RealmeWireless3NeoBLK,124267-MUM,YES
128058VENMENR201NVXXL1SET,128058-LUXWBEN,YES
125654LMP5804,125654-YSR1,YES
125654RX3372,125654-YSR1,YES
125654CELRIC10CMAQULEA,125654-YSR1,YES
125654BX2001GREEN2,125654-YSR1,YES
125654CELSTE10CMMARGAR,125654-YSR1,YES
125654ES51632CHA,125654-YSR1,YES
125654MT114,125654-YSR1,YES
125654CELIMPDS19BLAMAG,125654-YSR1,YES
125654RX2717,125654-YSR1,YES
125654CELIMPRIC18CMDAIBLU,125654-YSR1,YES
125654RX17002,125654-YSR1,YES
1256542553BLUE,125654-YSR1,YES
125654DX4006AH3,125654-YSR1,YES
125654ES51632CHC,125654-YSR1,YES
125654CELROYCOS16CMBLACUR,125654-YSR1,YES
125654WG21161,125654-YSR1,YES
127925KPDVOILTANTRA40,127925-SMJ-SS1,YES
1242323PCCVL08N31558667PEACHS,124232-RITIKA001,YES
128920DR361WHTS,128920-PSCPL2024,YES
100001301018020003,100001-WD27,YES
1265788905241254613,126578-SMWH01,YES
1265788905241329076,126578-SMWH01,YES
12427038246,124270-SAGUR,YES
1259068908020295333,125906-SBILUX01,YES
12694849481IDNVYUK4,126948-BWH,YES
1246218909044840295,124621-PTBHD,YES
1291408909152288873,129140-TCFAR,YES
127320FWSX2559,127320-LSDT,YES
128737RWL703A,128737-SWL,YES
1292288909196225179,129228-KAR,YES
1260263PCCVL08N31528666TURQS,126026-RITU001,YES
128850PMSX16257B381F039,128850-BANGALORE,YES
1277768909203046834,127776-1100149292,YES
1277768909068241702,127776-1100149292,YES
129037XMXSKDPBBR,129037-129037,YES
128623CT2002Silver,128623-KOL,YES
1246218909230070659,124621-P020,YES
123858282178,123858-BHW1,YES
123858278040,123858-BHW1,YES
123858282171,123858-BHW1,YES
127487MM623L,127487-MISHSS1,YES
100001301019809003,100001-WD16,YES
1246218909230242643,124621-P034,YES
100001301018960002,100001-W088,YES
123970SND5146Brown11,123970-AGR1,YES
123970CM10321Tan7,123970-AGR1,YES
126645DW00100461,126645-LUX,YES
126645VE9K01024,126645-LUX,YES
126645GW0773L1,126645-LUX,YES
126645V241986,126645-LUX,YES
126645GW0566G2,126645-LUX,YES
126645GW0548L2,126645-LUX,YES
124232STPTND01N4083D651BLUEL,124232-RITIKA001,YES
128526CLWW162C,128526-STRS1,YES
1259283616303999353,125928-TD37,YES
125928716170269443,125928-TD37,YES
125928716170287867,125928-TD37,YES
100001301009986003,100001-WD27,YES
126645GW0530L1,126645-LUX,YES
1001188905566876682,100118-HRN,YES
1001188905566876446,100118-HRN,YES
1253491011B6310058,125349-AIN,YES
1252938905641717640,125293-BASS5,YES
1252938905641719248,125293-BASS5,YES
100001301003364001,100001-W238,YES
125349TOO1B0478,125349-AWH,YES
1259288901030846236,125928-TD37,YES
10012122303,100121-HRN,YES
124907ABCL92D,124907-SAS1,YES
124907ABCL92C,124907-SAS1,YES
1261855715611687315,126185-WH01,YES
100001301003155014,100001-WD16,YES
100001301009536004,100001-W096,YES
124907BMP0538,124907-SAS1,YES
124907ABCL89B,124907-SAS1,YES
124907ABCL98C,124907-SAS1,YES
128807DH209,128807-JF,YES
128807DH208,128807-JF,YES
128807DH217,128807-JF,YES
128807DH218,128807-JF,YES
128807DH207,128807-JF,YES
12427043055,124270-SAGUR,YES
127414HCO17,127414-HALUX01,YES
128807KBS1101,128807-JF,YES
128807DBS7877,128807-JF,YES
100001301006263004,100001-WD16,YES
100001301023139004,100001-W230,YES
100001301004627002,100001-WD27,YES
100001301014012002,100001-WD27,YES
1246628903496201475,124662-BCLS1,YES
1246628903496187496,124662-3,YES
1253491173A0367518,125349-AIN,YES
1257384066756529499,125738-1937,YES
1271251300000812009,127125-TRP,YES
100001301020314002,100001-W067,YES
127979WJJS23NL0018,127979-JS1,YES
100001301012610002,100001-WD27,YES
123785AWW24SOHIBR9711,123785-CAMPUS,YES
100001301020312002,100001-W067,YES
128707NVR2446,128707-NR1,YES
1275736shhl1117blk38,127573-WH,YES
1265178905995727890,126517-LKS1,YES
124537WNGE1179040K2,124537-4159,YES
1242658904446619104,124265-TD12,YES
1292368909068774088,129236-AS31937,YES
1242658904446625631,124265-TD12,YES
127939FG21002,127939-PSKOLWH,YES
127012LB514FCA67,127012-WH,YES
127012LB512FCA67,127012-WH,YES
128336HEMALORCHIDXXL,128336-AUTUMNL001IL,YES
100001301021407003,100001-W276,YES
124953BRO201DPO3,124953-UP,YES
1001135715612188637,100113-BHW,YES
1280138909059185589,128013-THWH,YES
125128ASC3SFLBA00020,125128-BHW,YES
1253491201A9934008,125349-AWH,YES
1265788905241252442,126578-SMWH01,YES
1253491203A6665008,125349-AWH,YES
125066IH0F100PK1,125066-HSS1,YES
125857LEVB64,125857-LSHC,YES
123970CM10426Brown8,123970-AGR1,YES
128623Endurance3377Green,128623-KOL,YES
125443KLBS2084Multi,125443-FHS1,YES
125443KLSEBS2147Multi,125443-FHS1,YES
125443KLEBF4115Cream,125443-FHS1,YES
125443KLBS1201Multi,125443-FHS1,YES
125443KLBS1236Multi,125443-FHS1,YES
125443KLBS1486Green,125443-FHS1,YES
100001301010959002,100001-WD27,YES
125857LEVK3B,125857-LSHC,YES
100001301010232001,100001-WD16,YES
100001301001079001,100001-W012,YES
100001301018411002,100001-W218,YES
100001301001079001,100001-W029,YES
1268248903496179712,126824-1,YES
100001301008975001,100001-WD27,YES
100001301010184001,100001-WD27,YES
1241304067982301842,124130-562107A,YES
100001301017855005,100001-WD27,YES
1281218909127149055,128121-BAN,YES
100001300979909004,100001-WD16,YES
1241304067984596383,124130-122004,YES
100355KA03301BR36,100355-LLP1,YES
123762NTW0013PA02,123762-HTCS,YES
123762NTW0013PA02,123762-WBHI,YES
100001301023069003,100001-W240,YES
100001301011999007,100001-W240,YES
100001301011195001,100001-W017,YES
124299MB132498,124299-1193,YES
1253491071A09340210,125349-AWH,YES
1003088903193769438,100308-BYDC,YES
1262848903338372516,126284-SIRA,YES
100355KA9416192BL,100355-LLP1,YES
100001301013635003,100001-WD27,YES
127012LB705FCA56,127012-WH,YES
100001301020260005,100001-W147,YES
12755947347C,127559-MEYERLUX01,YES
100001301008980005,100001-WD16,YES
100001301003368005,100001-W168,YES
100001301003213005,100001-WD27,YES
100001301011342001,100001-W019,YES
100001301008302005,100001-WD27,YES
1286568904231008816,128656-BHIWMUM,YES
1286568904231000421,128656-BHIWMUM,YES
100001301018394005,100001-W006,YES
1257384067894652704,125738-1312,YES
100001301006294005,100001-WD16,YES
100001301003208008,100001-WD16,YES
1257384067894628334,125738-1954,YES
126451GBNSW231244TEAL38,126451-LT,YES
126937tbcl1400ml,126937-UKCMUM92M,YES
124523GDGUMNVY,124523-BIMS1,YES
1252364065419852592,125236-1656,YES
124523NTDUF4001BLK,124523-BIMS1,YES
124523GMSSWJOG086553NVYL,124523-BIMS1,YES
1257384066751891409,125738-1609,YES
1257384066759007796,125738-1646,YES
124523GZ5008544,124523-BIMS1,YES
124523GZ5009703,124523-BIMS1,YES
124523GZ5011422,124523-BIMS1,YES
124523DHRUMBLK,124523-BIMS1,YES
124523GZ6006422,124523-BIMS1,YES
100001300959605001,100001-W293,YES
128016NERU17TCR1,128016-MOD1,YES
128016TATACLIQFREET,128016-MOD1,YES
123986206453060W9,123986-MBEC01,YES
124776LIB2050001360420,124776-LIB,YES
128865KurtaMadhuCreamXL,128865-GUJ,YES
128865HCKurtaSetNirjaPinkXL,128865-GUJ,YES
1001188905566427655,100118-HRN,YES
1001188905566128385,100118-HRN,YES
1002438737704100,100243-9327,YES
124523DHFSHI170924BLKS,124523-BIMS1,YES
124523GZ5001911,124523-BIMS1,YES
